bim_code,product_category_slug,product_category_name_ar,product_category_name_en,product_category_child_slug,product_category_child_name_ar,product_category_child_name_en,brand_slug,brand_name_ar,brand_name_en,brand_country_code,product_type,name_ar,name_en,short_name_ar,unit_code,unit_name_ar,unit_name_en,unit_type,package_value,package_label_ar,package_label_en,country_code,market_scope,is_verified_egypt,verification_source,search_keywords,approval_status,sort_order
BIM-RT-MOBI-002,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,samsung,سامسونج,Samsung,KR,simple,سامسونج جالاكسي A٥٤ ٢٥٦ جيجا,Samsung Galaxy A54 256GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,سامسونج موبايل mobile Samsung,approved,57
BIM-RT-MOBI-003,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,samsung,سامسونج,Samsung,KR,simple,سامسونج جالاكسي S٢٣ ٢٥٦ جيجا,Samsung Galaxy S23 256GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,سامسونج موبايل mobile Samsung,approved,58
BIM-RT-MOBI-004,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,xiaomi,شاومي,Xiaomi,CN,simple,شاومي ريدمي نوت ١٣ ١٢٨ جيجا,Xiaomi Redmi Note 13 128GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شاومي موبايل mobile Xiaomi,approved,59
BIM-RT-MOBI-005,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,xiaomi,شاومي,Xiaomi,CN,simple,شاومي ريدمي ١٣C ١٢٨ جيجا,Xiaomi Redmi 13C 128GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شاومي موبايل mobile Xiaomi,approved,60
BIM-RT-MOBI-006,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,oppo,اوبو,Oppo,CN,simple,اوبو رينو ١١ ٢٥٦ جيجا,Oppo Reno 11 256GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,اوبو موبايل mobile Oppo,approved,61
BIM-RT-MOBI-007,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,oppo,اوبو,Oppo,CN,simple,اوبو A٧٨ ١٢٨ جيجا,Oppo A78 128GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,اوبو موبايل mobile Oppo,approved,62
BIM-RT-MOBI-008,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,realme,ريلمي,Realme,CN,simple,ريلمي C٥٥ ١٢٨ جيجا,Realme C55 128GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,ريلمي موبايل mobile Realme,approved,63
BIM-RT-MOBI-009,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,infinix,انفينكس,Infinix,HK,simple,انفينكس هوت ٤٠ ١٢٨ جيجا,Infinix Hot 40 128GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,انفينكس موبايل mobile Infinix,approved,64
BIM-RT-MOBI-010,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,infinix,انفينكس,Infinix,HK,simple,انفينكس نوت ٣٠ ٢٥٦ جيجا,Infinix Note 30 256GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,انفينكس موبايل mobile Infinix,approved,65
BIM-RT-MOBI-011,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,tecno,تكنو,Tecno,HK,simple,تكنو سبارك ٢٠ ١٢٨ جيجا,Tecno Spark 20 128GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,تكنو موبايل mobile Tecno,approved,66
BIM-RT-MOBI-012,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,honor,هونر,Honor,CN,simple,هونر X٩b ٢٥٦ جيجا,Honor X9b 256GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,هونر موبايل mobile Honor,approved,67
BIM-RT-MOBI-013,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,apple,ابل,Apple,US,simple,ابل ايفون ١٥ ١٢٨ جيجا,Apple iPhone 15 128GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,ابل موبايل mobile Apple,approved,68
BIM-RT-MOBI-014,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,apple,ابل,Apple,US,simple,ابل ايفون ١٣ ١٢٨ جيجا,Apple iPhone 13 128GB,موبايل,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,ابل موبايل mobile Apple,approved,69
BIM-RT-MOBI-015,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,anker,انكر,Anker,CN,simple,انكر شاحن سريع ٢٠ وات,Anker Fast Charger 20W,شاحن,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,شاحن accessory اكسسوار موبايل,approved,70
BIM-RT-MOBI-016,electronics_tech,إلكترونيات وأجهزة,Electronics & Tech,mobiles_accessories,موبايلات وإكسسوارات,Mobiles & Accessories,anker,انكر,Anker,CN,simple,انكر باور بنك ١٠٠٠٠ مللي أمبير,Anker Power Bank 10000mAh,باور بنك,pcs,قطعة,Piece,count,,,,EG,egypt,0,research,باور بنك accessory اكسسوار موبايل,approved,71
